id,current_age,retirement_age,birth_year,birth_month,gender,address,latitude,longitude,per_capita_income,yearly_income,total_debt,credit_score,num_credit_cards
1891,47,66,1973,2,Female,96 Jefferson Street,29.19,-81.05,"$16,733","$34,112","$39,842",725,4
453,26,67,1994,2,Female,682 Martin Luther King Avenue,32.79,-96.76,"$63,159","$128,775","$232,506",655,1
341,50,66,1969,10,Male,517 Eighth Drive,40.87,-73.4,"$51,032","$104,045",$0,734,3
1571,58,66,1961,6,Female,385 Jefferson Avenue,36.29,-86.6,"$25,166","$51,316",$0,759,6
1615,66,59,1954,1,Female,1105 Second Drive,42.31,-83.21,"$24,561","$48,690","$36,262",701,6
1647,18,65,2002,2,Female,1358 Plum Avenue,41.31,-79.38,"$17,321","$35,311","$44,783",684,5
680,42,63,1977,8,Female,800 Madison Street,28.5,-81.37,"$13,414","$27,354","$42,226",799,1
52,56,66,1963,4,Female,13 Rose Boulevard,41.56,-73.59,"$31,288","$63,796","$82,173",730,3
1387,28,65,1991,5,Male,104 First Boulevard,35.72,-78.84,"$32,485","$66,237","$146,680",785,1
1034,58,66,1961,7,Female,427 Essex Lane,35.12,-80.71,"$27,254","$55,569","$76,181",698,6
677,40,65,1979,5,Male,855 Sussex Avenue,44.94,-93.1,"$32,972","$67,226","$128,174",729,3
440,43,50,1976,11,Female,689 Valley Stream Lane,42.67,-70.98,"$52,066","$106,159","$144,773",703,5
338,68,72,1951,8,Female,222 Lafayette Lane,42.83,-78.63,"$24,651","$50,258",$0,686,3
1120,44,69,1975,5,Female,4868 Lake Lane,33.72,-118,"$26,966","$54,981","$121,701",737,1
1127,59,70,1960,8,Male,60396 Elm Street,26.14,-81.79,"$17,455","$35,590","$92,603",720,4
1662,41,67,1978,5,Male,469 Pine Street,38.53,-90,"$24,509","$49,967","$58,582",712,4
1462,30,63,1989,7,Female,4788 Jefferson Boulevard,44.1,-122.8,"$18,446","$37,610","$64,933",586,1
1848,31,66,1988,11,Female,4947 Sussex Boulevard,40.1,-74.93,"$24,817","$50,599","$83,732",791,2
1444,64,67,1955,10,Male,8999 Washington Drive,40.63,-73.63,"$32,805","$66,885","$144,703",698,7
45,61,67,1959,1,Female,9473 Mill Street,40.86,-74.15,"$31,281","$63,781","$111,808",654,1
1102,49,65,1970,7,Female,836 Bayview Avenue,36.12,-95.91,"$46,461","$94,733",$0,707,5
1636,49,66,1970,5,Male,4882 Mountain View Lane,39.09,-94.58,"$12,064","$24,598","$23,019",695,4
502,46,66,1974,1,Male,434 Bayview Avenue,40.93,-79.59,"$17,870","$36,440","$30,574",745,2
1630,24,65,1996,1,Male,716 Bayview Avenue,36.11,-80.81,"$15,545","$31,693","$98,206",719,1
266,19,65,2000,3,Female,39 Park Lane,34.02,-118.15,"$13,485","$27,494","$26,097",724,1
5,65,65,1955,2,Male,1032 Second Lane,42.95,-77.13,"$19,095","$20,614","$14,042",711,2
1712,82,65,1938,1,Female,1437 Madison Lane,32.79,-96.76,"$27,814","$66,999","$3,140",730,5
1360,41,61,1978,4,Male,4693 Elm Lane,30.75,-86.57,"$19,066","$38,874","$64,474",672,3
1013,25,69,1995,1,Female,834 Elm Avenue,38.99,-105.05,"$23,550","$48,017","$95,549",711,1
993,47,64,1972,8,Female,5647 Burns Boulevard,29.43,-90.3,"$21,966","$44,789","$94,789",638,1
642,35,62,1984,5,Female,96 Ninth Drive,33.11,-94.16,"$16,746","$34,143","$49,839",648,4
1871,83,65,1936,7,Male,3241 Park Lane,35.11,-106.62,"$15,385","$16,611","$1,797",696,5
1721,36,68,1983,3,Female,620 River Boulevard,46.11,-118.3,"$18,880","$38,496","$64,688",642,2
868,78,64,1941,11,Male,5004 Lake Street,35.46,-97.51,"$16,016","$31,046","$11,436",706,6
1517,37,71,1982,3,Male,7954 Wessex Boulevard,38.9,-77.26,"$60,593","$123,540","$236,393",764,4
364,65,65,1954,5,Female,9052 River Lane,35.79,-83.97,"$18,273","$39,809",$0,775,4
686,64,65,1956,1,Male,25521 First Street,32.53,-82.92,"$16,958","$34,576","$81,087",683,1
696,74,67,1945,7,Female,5064 North Lane,40.63,-73.72,"$45,685","$110,570","$5,700",766,8
962,28,69,1992,1,Male,564 Catherine Lane,44.52,-87.98,"$16,801","$34,262","$60,506",846,2
1407,40,71,1979,12,Male,9466 Essex Street,33.43,-86.99,"$19,851","$40,473","$54,899",689,4
1015,33,67,1986,4,Female,9761 East Street,33.88,-84.37,"$47,453","$96,744","$128,122",838,5
1456,48,70,1971,8,Male,884 Tenth Drive,33.12,-89.05,"$15,316","$31,231","$40,499",681,3
1861,57,65,1962,5,Female,992 Forest Street,33.1,-96.66,"$32,580","$66,427","$103,290",779,5
161,31,70,1988,11,Male,237 Hill Lane,31.56,-97.18,"$11,512","$23,469","$22,976",731,3
263,30,69,1989,11,Male,8687 Ninth Drive,40.09,-74.21,"$13,006","$26,519","$63,979",663,3
1389,40,64,1979,8,Female,6950 Federal Avenue,33.83,-86.26,"$17,067","$34,799","$72,749",793,2
1707,28,70,1991,12,Female,816 Little Creek Lane,46.12,-123.67,"$17,260","$35,194","$56,006",620,1
1374,28,66,1991,7,Female,7004 Mill Drive,42.45,-87.84,"$19,463","$39,679","$93,772",758,2
1855,67,66,1952,3,Male,1 Burns Lane,37.3,-121.8,"$25,115","$31,287","$25,844",728,4
867,26,71,1993,9,Male,381 Sussex Avenue,31.07,-97.61,"$19,032","$38,805","$54,466",614,2
274,43,67,1976,4,Female,4 North Street,38.89,-77.03,"$23,940","$48,810",$0,799,3
1552,62,67,1957,6,Male,896 Madison Boulevard,43.65,-116.43,"$22,290","$45,450","$85,218",686,3
635,25,64,1994,7,Female,5338 Fifth Boulevard,40.76,-74.03,"$16,770","$34,201","$42,895",731,1
1526,53,64,1966,3,Female,5773 River Street,40.94,-121.74,"$16,742","$34,137","$80,467",671,4
319,67,67,1952,12,Male,388 Third Avenue,36.75,-119.67,"$17,683","$28,357","$10,400",628,2
740,30,62,1989,8,Female,9104 Second Avenue,29.76,-95.38,"$15,862","$32,343","$39,656",683,3
965,18,68,2002,1,Female,2108 Spruce Lane,38.58,-121.4,"$20,670","$42,142","$116,857",713,2
1421,30,65,1989,7,Male,7691 Ocean View Avenue,35.11,-77.07,"$16,177","$32,985","$32,764",740,2
1538,82,62,1937,8,Male,58 River Avenue,40.71,-73.99,"$16,494","$23,572",$216,590,2
1101,25,70,1994,12,Female,142 Rose Drive,42.11,-72.53,"$14,155","$28,862","$20,944",751,2
92,76,68,1943,10,Female,2760 Forest Drive,43.54,-96.73,"$21,089","$31,145","$5,132",689,4
125,64,70,1956,2,Female,9505 Martin Luther King Avenue,37.63,-121.01,"$13,015","$26,535","$93,592",724,5
449,58,70,1962,2,Female,901 Oak Street,40.56,-79.75,"$19,517","$39,796","$9,452",729,5
1173,71,67,1948,3,Male,3095 Hill Boulevard,42.83,-106.32,"$25,502","$51,703","$5,371",722,7
1810,66,66,1953,12,Male,350 North Street,42.22,-83.36,"$18,879","$31,175","$5,846",711,5
1843,89,73,1930,11,Male,89 Wessex Street,41.5,-87.63,"$16,503","$38,761",$69,760,7
1578,86,62,1933,11,Male,3899 Seventh Lane,30.33,-81.65,"$19,382","$33,291",$695,714,2
658,40,64,1980,2,Female,7476 First Lane,29.67,-82.33,"$25,812","$52,630","$68,559",725,4
1858,73,64,1946,12,Male,6781 Spruce Boulevard,34.25,-118.41,"$14,317","$26,481","$10,392",705,1
1663,24,59,1995,7,Male,276 12th Boulevard,41.83,-87.68,$0,"$2,370","$4,397",581,1
1503,59,67,1960,3,Male,1362 Norfolk Drive,32.35,-86.28,"$21,102","$43,021","$86,014",725,4
725,18,68,2002,1,Male,392 Rose Drive,42.35,-71.06,"$21,809","$44,466","$3,096",709,2
1671,50,57,1969,3,Male,1559 Tenth Street,27.95,-82.48,"$21,033","$42,886","$60,474",604,1
1233,35,67,1984,5,Male,315 Little Creek Lane,38.71,-90.12,"$18,560","$37,843","$40,003",697,3
1271,34,66,1985,10,Male,539 Maple Drive,36.11,-80.07,"$23,738","$48,398","$138,998",642,3
473,33,66,1986,10,Female,26191 George Drive,42.38,-83.1,"$13,820","$28,181","$37,929",682,2
1541,48,65,1971,10,Female,7139 Lake Boulevard,36.09,-84.13,"$18,353","$37,422","$127,116",681,5
149,24,54,1995,3,Female,5 Hill Avenue,33.02,-117.12,"$44,747","$91,237","$231,619",594,1
560,59,65,1960,4,Male,9099 Little Creek Drive,44.96,-93.26,"$21,535","$43,913","$83,944",676,4
1006,37,68,1982,4,Male,7559 Forest Boulevard,41.53,-87.26,"$21,851","$44,550","$117,302",761,3
368,75,73,1945,2,Male,2842 Littlewood Avenue,28.5,-81.37,"$20,121","$42,806","$20,432",726,6
1696,63,65,1956,12,Female,4461 Hill Street,28.32,-80.68,"$26,339","$53,702","$85,160",606,1
416,86,65,1933,8,Female,5220 Lincoln Street,36.17,-86.78,"$20,030","$38,273","$1,658",765,6
51,29,67,1991,2,Female,3260 Hillside Lane,36.29,-86.6,"$25,166","$51,303","$106,248",688,3
196,44,64,1975,5,Female,518 Norfolk Avenue,33.29,-83.96,"$17,545","$35,775","$67,263",773,1
690,71,64,1948,3,Female,149 Burns Boulevard,39.59,-105.01,"$31,024","$67,186","$29,682",692,1
1477,47,67,1972,7,Male,30 First Lane,40.15,-82.68,"$22,934","$46,763","$65,106",696,3
260,62,70,1958,2,Male,142 Catherine Street,26.21,-98.31,"$14,275","$29,110","$23,504",699,3
857,90,62,1929,10,Male,3019 Elm Drive,39.46,-74.99,"$17,685","$41,831","$1,100",615,1
1167,42,65,1978,1,Female,606 Spruce Boulevard,40.33,-75.92,"$24,089","$49,117","$42,380",769,3
1358,69,70,1950,4,Female,128 Main Street,43.1,-89.5,"$33,808","$68,930","$72,619",768,4
1611,68,58,1952,1,Female,44 Ocean Avenue,33.87,-78.63,"$13,907","$20,334","$9,544",684,2
734,43,61,1976,7,Female,57799 Oak Boulevard,42.88,-78.85,"$12,220","$24,917","$36,101",693,2
1507,39,67,1980,12,Female,1533 Martin Luther King Lane,42.48,-89.03,"$21,749","$44,344","$82,822",744,3
504,38,68,1982,1,Female,377 Mountain View Drive,37.88,-89.49,"$16,825","$34,311","$61,776",705,2
524,57,62,1962,3,Male,252 Eighth Lane,38.37,-81.81,"$17,282","$35,239","$43,270",726,1
525,55,66,1964,4,Male,959 Tenth Street,38.29,-120.58,"$18,223","$37,147",$0,703,3
250,50,64,1970,2,Female,61674 Elm Drive,44.52,-122.81,"$17,003","$34,671","$55,643",786,6
479,57,69,1962,10,Male,936 12th Street,39.11,-76.55,"$30,004","$61,173","$71,422",692,3
343,55,72,1964,9,Female,919 Ocean View Lane,37.73,-121.24,"$23,368","$47,643","$45,706",764,8
1196,60,61,1959,6,Female,498 Elm Lane,35.24,-113.76,"$17,113","$34,895","$56,622",820,4
1530,64,68,1956,2,Female,25 Elm Street,32.93,-97.22,$0,"$1,785","$2,892",732,3
1963,98,69,1921,11,Male,468 Spruce Street,38.35,-121.93,"$26,137","$33,869",$370,821,7
764,77,68,1943,1,Female,6864 Norfolk Boulevard,32.61,-83.63,"$20,835","$31,066","$20,902",712,4
213,37,68,1982,5,Female,345 George Street,32.91,-96.62,"$27,057","$55,172","$96,779",629,3
410,54,60,1966,2,Female,72990 Second Drive,40.62,-96.63,"$23,029","$46,956","$94,340",610,2
1685,53,61,1966,7,Male,5886 Ninth Boulevard,33.61,-111.89,"$36,300","$74,012","$93,119",681,2
225,32,68,1987,3,Male,69080 Spruce Street,29.76,-95.38,"$20,055","$40,887","$50,734",688,4
1210,32,65,1987,11,Male,6415 Sussex Lane,41,-76.85,"$16,935","$34,531","$60,156",703,4
1336,18,67,2001,7,Female,243 Forest Lane,40.66,-73.84,"$26,481","$53,995","$154,800",673,1
576,68,64,1951,6,Female,478 Hill Avenue,33.95,-84.54,"$30,747","$63,502","$24,100",638,7
1677,51,67,1969,2,Male,849 Littlewood Drive,33.57,-101.87,"$16,272","$33,178","$92,366",671,2
1969,84,65,1935,4,Male,402 El Camino Drive,27.48,-82.57,"$29,583","$44,690","$2,249",733,5
1431,56,61,1963,3,Female,6134 Littlewood Lane,30.38,-89.06,"$19,327","$39,409","$52,076",599,1
558,19,63,2000,5,Male,29894 Martin Luther King Lane,27.97,-82.76,"$16,223","$33,080","$55,066",692,3
1482,54,64,1965,8,Male,52 Sixth Boulevard,34.06,-84.27,"$43,725","$89,152","$162,012",675,1
1295,70,70,1950,2,Female,888 Lincoln Street,46.78,-92.11,"$17,474","$27,772","$14,408",788,4
1468,66,65,1954,1,Male,5238 Plum Street,37.1,-121.6,"$26,188","$44,137","$22,392",626,2
538,66,69,1954,2,Female,7888 Fourth Street,35.3,-77.15,"$14,844","$30,265","$36,789",814,4
748,55,69,1965,1,Male,2100 Summit Street,29.76,-95.38,"$18,412","$37,534","$99,840",706,3
1068,21,67,1998,11,Male,3900 Rose Street,35.1,-110.64,"$15,864","$32,345","$61,066",730,3
41,38,70,1981,3,Male,2750 Rose Boulevard,43.08,-91.56,"$13,332","$27,183","$58,323",637,1
807,52,71,1967,8,Female,869 Little Creek Lane,42.77,-86.1,"$18,877","$38,487","$49,725",691,3
1430,69,69,1950,4,Female,131 Tenth Avenue,41.63,-93.74,"$26,764","$33,642","$20,874",593,5
1873,51,67,1968,12,Female,3722 Valley Boulevard,31.84,-106.43,"$16,823","$34,302","$84,935",651,3
204,31,67,1988,9,Female,775 Lexington Boulevard,30.64,-97.68,"$20,968","$42,754","$60,172",656,1
424,24,69,1995,4,Female,4020 Littlewood Street,40.29,-79.99,"$25,037","$51,045","$127,864",772,2
980,84,69,1935,8,Male,463 12th Street,39.32,-76.72,"$20,641","$24,055",$0,733,7
1415,28,68,1991,12,Male,243 Wessex Avenue,33.15,-117.17,"$22,081","$45,021","$77,559",689,1
600,18,55,2001,5,Male,2819 Littlewood Lane,39.96,-76.73,"$22,991","$46,878","$60,121",578,1
652,82,66,1937,9,Female,9952 South Lane,41.76,-72.61,"$20,065","$22,726","$1,692",784,6
1129,49,65,1970,4,Male,2379 Forest Lane,33.18,-117.29,"$16,894","$34,449","$36,540",686,3
885,36,66,1983,12,Male,7121 Fourth Avenue,36.67,-93.86,"$13,895","$28,334",$0,700,3
1899,31,67,1988,8,Female,761 Main Avenue,47.94,-122,"$28,037","$57,166","$111,755",737,2
1369,59,67,1961,1,Female,535 Grant Boulevard,39.35,-85.96,"$17,585","$35,854","$49,101",850,2
1057,39,71,1980,7,Female,135 Littlewood Avenue,33.2,-117.29,"$22,050","$44,958","$91,549",787,1
1302,62,72,1958,2,Female,8323 Catherine Boulevard,36.42,-81.46,"$14,218","$28,988","$13,351",694,4
415,53,65,1966,5,Male,7571 George Street,39.53,-83.43,"$16,544","$33,729",$0,763,4
83,31,69,1988,5,Male,766 Catherine Boulevard,38.29,-77.48,"$29,157","$59,455","$96,224",557,1
1093,18,70,2002,2,Male,76 Grant Lane,40.64,-73.94,"$23,316","$47,543","$124,177",667,1
28,39,65,1980,4,Female,871 12th Lane,38.63,-77.26,"$26,618","$54,273","$110,237",789,4
33,77,71,1942,6,Female,6335 Rose Lane,39.21,-119.71,"$18,239","$38,692","$8,902",596,5
1646,54,69,1965,11,Male,0 Ocean Boulevard,40.33,-79.83,"$14,663","$29,898","$19,719",714,5
1847,22,60,1998,1,Female,566 Hillside Street,28.18,-82.74,"$15,418","$31,443","$52,826",676,1
1152,43,65,1977,2,Male,8061 Spruce Drive,37.94,-91.76,"$17,428","$35,538","$71,591",747,1
134,43,67,1976,12,Male,924 First Drive,31.84,-106.43,"$24,608","$50,174","$145,300",643,4
188,24,57,1995,6,Male,9226 Tenth Boulevard,38.85,-77.29,"$42,884","$87,436","$135,294",845,2
220,33,67,1986,11,Female,3550 Sixth Boulevard,38.1,-122.63,"$30,335","$61,846","$12,525",722,4
1343,22,62,1997,7,Female,777 Valley Stream Lane,41.83,-87.68,"$11,951","$24,369","$37,437",575,4
1930,26,68,1993,10,Male,55 Madison Drive,33.2,-97.75,"$21,810","$44,470","$66,413",721,3
1260,28,65,1991,12,Male,1963 Summit Lane,26.14,-80.13,"$20,995","$42,806","$49,194",712,3
96,69,66,1950,12,Female,20 Oak Street,33.89,-117.78,"$38,948","$99,825","$4,344",685,4
1166,44,66,1975,5,Female,8659 El Camino Street,39.39,-84.56,"$19,569","$39,898","$43,630",682,3
1533,39,70,1980,12,Female,470 11th Lane,39.77,-86.14,"$24,233","$49,412","$42,378",830,3
88,22,68,1997,8,Male,6614 Ninth Boulevard,35.46,-86.08,"$16,349","$33,337","$71,679",712,1
1451,58,57,1961,4,Female,9384 Lake Street,42.41,-70.99,"$20,979","$17,078","$25,245",719,4
57,28,66,1992,2,Female,9706 Mountain View Street,32.33,-111.05,"$21,494","$43,826","$84,935",823,1
1335,51,66,1968,10,Female,29693 Bayview Drive,33.56,-117.63,"$47,991","$97,845","$255,288",836,4
816,56,65,1964,2,Male,8943 11th Drive,36.56,-82.19,"$17,795","$36,285","$67,244",759,5
1081,31,60,1988,9,Female,9633 Mill Lane,39.69,-104.81,"$24,849","$50,666","$102,318",617,3
1385,51,68,1968,7,Female,5537 Eighth Street,44.96,-93.26,"$40,364","$82,298","$182,301",789,6
1125,25,71,1994,8,Male,99791 12th Boulevard,30.51,-97.67,"$31,839","$64,917","$102,747",689,4
1952,26,54,1993,7,Female,541 Federal Avenue,27.75,-82.64,"$18,100","$36,909","$102,869",821,1
1870,24,70,1995,6,Male,5458 Spruce Street,32.85,-117.2,"$34,848","$71,054","$106,595",767,2
1345,83,66,1936,9,Female,7978 Main Lane,30.21,-90.92,"$24,703","$16,620","$1,140",804,8
1695,45,66,1974,12,Female,238 Ocean View Lane,33.94,-117.99,"$27,973","$57,027","$21,798",709,4
1906,18,71,2001,10,Male,3699 Lafayette Avenue,41.26,-96.01,"$14,199","$28,950","$61,297",609,1
1985,50,69,1969,3,Female,9061 Grant Avenue,34.06,-84.27,$0,"$1,426","$3,154",680,3
1604,55,72,1964,11,Male,7680 Fourth Street,34.31,-89.93,"$15,354","$31,308","$59,817",742,7
1933,26,64,1993,5,Male,345 Elm Avenue,29.57,-81.21,"$14,546","$29,658","$45,750",589,2
649,48,65,1971,9,Male,9 Fourth Drive,41.5,-74.02,"$22,762","$46,408",$0,847,7
1486,39,63,1980,4,Female,396 Park Street,36.48,-81.05,"$11,431","$23,307","$31,064",789,1
1744,31,69,1988,3,Female,4238 Birch Lane,35.78,-88.36,"$14,435","$29,433","$61,260",693,3
1272,27,69,1992,6,Male,581 Seventh Drive,36,-115.04,"$30,025","$61,222","$142,541",779,1
400,46,68,1973,5,Female,539 Pine Boulevard,30.17,-85.67,"$19,508","$39,770","$72,827",711,4
1994,48,66,1971,9,Female,9716 Third Lane,39.38,-119.87,"$38,345","$78,180","$102,759",740,3
572,29,67,1991,1,Male,202 Washington Drive,29.95,-91.2,"$23,208","$47,317","$42,433",680,2
1442,41,58,1979,1,Male,1036 Spruce Street,43.01,-114.7,"$14,925","$30,432","$101,847",624,1
1853,39,70,1980,5,Male,546 First Avenue,40.34,-94.87,"$18,226","$37,165",$0,771,3
556,46,66,1973,12,Male,5659 Park Avenue,41.01,-81.6,"$17,856","$36,405","$31,815",715,2
1960,30,61,1989,12,Male,334 Rose Boulevard,38.96,-76.85,"$23,500","$47,916","$69,567",612,1
321,52,67,1967,5,Male,262 First Lane,45.18,-89.7,"$19,705","$40,177","$47,012",698,4
483,49,68,1971,2,Female,253 West Drive,48.53,-122.31,"$19,604","$39,969","$68,456",713,3
404,44,61,1975,9,Male,33 Seventh Boulevard,29.77,-82.48,"$21,979","$44,816","$63,043",625,1
1510,32,59,1988,1,Male,835 Main Avenue,33.9,-118,"$24,845","$50,658","$72,806",764,2
916,21,68,1998,8,Male,125 First Avenue,36.04,-86.64,"$20,236","$41,260","$80,574",682,2
1635,54,58,1965,3,Male,90 Sussex Drive,40.68,-73.78,"$20,760","$42,332","$75,213",616,6
1384,74,67,1946,1,Female,528 Lake Drive,38.53,-90,"$22,545","$23,011","$30,510",721,3
943,64,61,1955,4,Male,66 Grant Lane,40.2,-74.78,"$39,495","$87,317","$41,998",773,1
1236,72,65,1947,9,Female,521 Main Lane,38.86,-104.76,"$14,645","$25,243","$18,006",730,6
969,24,70,1996,2,Female,18360 Valley Avenue,33.81,-117.79,"$28,884","$58,893","$113,715",666,3
508,24,69,1995,7,Male,3221 Tenth Lane,39.75,-75.09,"$31,547","$64,319",$0,757,3
496,47,63,1972,8,Male,16893 Fifth Avenue,32.76,-96.59,"$17,810","$36,319","$44,737",730,4
450,39,66,1980,9,Male,253 Lexington Avenue,37.07,-76.51,"$21,186","$43,192","$33,517",739,3
1753,46,58,1974,2,Male,95612 South Street,32.28,-90,"$22,304","$45,476","$67,636",506,1
304,31,68,1988,8,Male,6606 Sixth Drive,41.14,-104.79,"$20,255","$41,297","$34,703",685,2
839,45,63,1975,1,Female,96493 Valley Stream Avenue,41.63,-73.21,"$26,674","$54,384","$69,717",622,3
138,43,68,1977,2,Female,754 South Avenue,40.77,-79.04,"$16,071","$32,770","$103,262",641,4
43,26,66,1993,8,Female,5594 12th Drive,33.99,-118.39,"$29,972","$61,104","$79,486",721,4
1187,55,67,1964,9,Male,203 Valley Lane,44.78,-89.68,"$23,216","$47,334","$87,775",701,3
849,67,69,1952,7,Female,5456 Ninth Avenue,39.95,-75.16,"$21,497","$43,828","$60,231",711,3
654,47,69,1972,7,Female,646 South Lane,39.14,-81.78,"$16,618","$33,883","$50,616",524,1
1898,44,72,1975,9,Male,5521 Spruce Avenue,32.35,-86.28,"$25,009","$50,993","$75,783",675,5
1971,48,66,1971,9,Male,829 Grant Boulevard,43.45,-76.5,"$20,447","$41,690","$69,869",763,2
1020,29,66,1991,1,Female,331 Essex Drive,42.03,-88.08,"$26,545","$54,122","$166,903",796,4
22,56,66,1963,3,Male,5651 North Boulevard,38.99,-76.88,"$26,467","$53,966","$135,478",747,1
436,20,65,2000,1,Female,599 Hillside Drive,40.32,-75.32,"$26,273","$53,569","$79,540",623,1
1823,67,70,1952,5,Male,172 Third Lane,33.27,-111.94,"$32,056","$65,362","$27,745",743,6
589,58,72,1961,11,Male,250 Hillside Drive,40.55,-81.91,"$13,259","$27,035","$58,050",595,2
49,38,74,1981,6,Male,190 Burns Avenue,40.81,-81.93,"$18,962","$38,663","$59,053",686,3
1350,22,65,1998,2,Female,637 Main Avenue,33.84,-118.07,"$21,940","$44,740","$103,896",651,1
1525,43,70,1976,9,Female,534 Sixth Boulevard,29.88,-90.06,"$19,126","$38,994",$0,728,4
69,54,67,1965,10,Female,3067 First Street,40.52,-81.47,"$18,794","$38,318","$93,284",748,6
234,42,73,1977,11,Female,8027 Main Drive,32.76,-96.59,"$18,452","$37,623",$923,726,6
608,32,65,1987,10,Male,702 Grant Drive,37.78,-121.99,$0,"$2,365",$0,769,3
1064,50,65,1969,12,Female,477 Madison Lane,37.68,-122.43,"$23,752","$48,428","$72,566",654,1
374,58,66,1961,11,Male,50 Spruce Street,38.47,-121.44,"$15,290","$31,177","$18,859",689,5
286,38,69,1981,10,Male,4232 Grant Drive,31.15,-88.55,"$18,746","$38,223","$30,756",725,4
1419,53,64,1966,9,Female,634 Grant Boulevard,33.74,-84.37,"$30,157","$61,490","$116,180",647,1
1435,41,78,1978,10,Female,9872 Lexington Street,34.06,-84.27,"$45,132","$92,017","$157,723",703,3
1683,43,69,1976,12,Male,85 East Drive,31.84,-106.43,"$12,313","$25,109",$92,850,3
727,44,68,1975,5,Male,310 Bayview Boulevard,38.63,-90.24,"$19,874","$40,522","$81,572",801,5
1150,46,67,1973,4,Male,5692 Jefferson Boulevard,32.83,-97.17,"$30,913","$63,030","$93,406",791,5
332,61,65,1958,7,Male,8794 Catherine Lane,39.52,-85.77,"$18,324","$37,362","$21,600",703,4
487,52,68,1967,7,Male,9028 Valley Stream Avenue,42.66,-73.79,"$27,005","$55,059","$162,462",735,3
735,49,67,1970,12,Female,676 Bayview Street,47.79,-122.2,"$33,226","$67,743","$67,132",752,3
137,33,65,1986,7,Female,3177 Oak Avenue,36.33,-82.36,"$20,142","$41,069","$64,073",644,3
570,34,65,1985,9,Male,6781 Ocean View Drive,34.29,-83.83,"$15,814","$32,245","$43,097",625,1
1121,44,68,1975,6,Female,8476 Lincoln Street,32.78,-79.99,"$41,380","$84,365","$113,529",796,5
860,55,65,1965,2,Male,7035 River Boulevard,39.01,-77.02,"$30,794","$62,791","$193,215",692,4
518,31,61,1988,4,Male,558 North Street,44.06,-70.39,"$22,283","$45,433","$91,998",523,1
1203,36,62,1984,2,Male,5867 East Street,43.42,-73.71,"$20,371","$41,537","$128,044",582,1
944,58,71,1961,10,Male,3817 Martin Luther King Avenue,33.77,-118.34,"$58,517","$119,308","$89,328",789,6
388,25,66,1994,10,Female,6444 Maple Lane,28.92,-81.92,"$8,491","$17,310","$21,853",749,2
741,75,66,1944,9,Male,239 Third Drive,42.35,-71.06,"$21,695","$41,316","$22,629",826,1
1737,52,65,1967,3,Male,14813 El Camino Drive,42.46,-82.94,"$18,487","$37,686","$41,173",739,4
1709,62,69,1957,3,Female,628 Third Avenue,40.46,-96.37,"$17,420","$35,519","$111,115",744,1
1018,90,71,1929,10,Female,350 Main Boulevard,29.57,-81.21,"$17,142","$31,805",$614,755,6
275,43,58,1977,2,Female,973 River Street,29.56,-95.02,"$37,415","$76,288","$120,771",710,4
1367,49,67,1970,6,Female,364 Plum Lane,44.52,-87.98,"$16,801","$34,255","$36,094",708,4
1965,24,65,1996,1,Male,34 Oak Boulevard,43.9,-123.02,"$18,364","$37,443",$0,745,1
284,51,65,1968,4,Male,822 Martin Luther King Drive,33.44,-111.76,"$25,005","$50,980",$0,754,4
79,70,66,1949,10,Female,990 North Lane,30.36,-87.17,"$20,045","$29,164","$19,851",625,4
1515,77,67,1942,12,Female,7239 Hill Lane,40.34,-76.42,"$20,983","$30,457","$19,314",520,5
1934,47,67,1973,1,Female,820 Second Lane,34,-118.3,"$13,614","$27,763","$59,691",691,1
9,29,60,1990,12,Male,22 Mill Drive,32.63,-117.05,"$20,102","$40,988","$89,801",540,3
1964,68,64,1951,12,Male,973 Federal Drive,35.64,-78.45,"$22,644","$38,637","$30,595",643,4
982,46,67,1973,10,Male,9232 Mill Drive,40.49,-74.48,"$32,610","$66,489","$45,974",729,4
1676,51,65,1968,12,Male,919 Martin Luther King Lane,38.81,-94.45,"$24,981","$50,936","$88,447",681,3
1519,41,72,1978,3,Female,98086 Essex Drive,45.6,-108.68,"$19,625","$40,012","$59,472",849,4
1098,50,71,1969,3,Male,772 Fifth Boulevard,42.67,-95.3,"$16,901","$34,456","$54,634",752,4
554,59,67,1960,8,Male,6310 Sixth Street,29.66,-95.04,"$26,170","$53,357","$114,266",690,5
596,28,65,1991,11,Male,914 George Street,40.64,-73.94,"$16,985","$34,629","$34,484",721,3
170,34,71,1985,9,Male,79948 Sixth Avenue,35.01,-97.37,"$18,137","$36,983","$58,895",768,4
794,49,67,1970,11,Female,803 Plum Avenue,33.94,-118.2,"$14,528","$29,621",$0,730,3
1697,64,67,1955,6,Male,317 Wessex Boulevard,42.06,-83.97,"$20,108","$41,002","$97,188",685,6
573,52,69,1967,7,Male,7970 Little Creek Drive,33.79,-82.47,"$14,717","$30,011","$84,166",589,1
1715,32,72,1987,3,Female,4460 11th Avenue,42.27,-89.06,"$24,589","$50,137","$90,747",679,1
1607,21,66,1998,4,Male,724 Valley Stream Street,32.91,-96.62,"$27,057","$55,166","$70,698",689,1
1026,84,70,1935,5,Male,2116 Second Drive,36.52,-119.39,"$13,194","$17,016",$691,714,4
1892,22,62,1997,7,Male,449 Washington Street,35.01,-97.33,"$15,966","$32,557","$60,053",637,2
